0,airfield
1,airplane_cabin
2,airport_terminal
3,alcove
4,alley
5,amphitheater
6,amusement_arcade
7,amusement_park
8,aquarium
9,aqueduct
10,arcade
11,arch
12,archaelogical_excavation
13,archive
14,army_base
15,art_gallery
16,art_school
17,art_studio
18,artists_loft
19,assembly_line
20,attic
21,auditorium
22,auto_factory
23,auto_showroom
24,badlands
25,ball_pit
26,ballroom
27,bamboo_forest
28,bank_vault
29,banquet_hall
30,bar
31,barn
32,barndoor
33,baseball_field
34,basement
35,bathroom
36,beach
37,beach_house
38,beauty_salon
39,bedchamber
40,bedroom
41,beer_garden
42,beer_hall
43,berth
44,biology_laboratory
45,boardwalk
46,boat_deck
47,boathouse
48,bookstore
49,botanical_garden
50,bowling_alley
51,boxing_ring
52,bridge
53,building_facade
54,bullring
55,burial_chamber
56,bus_interior
57,butchers_shop
58,butte
59,cafeteria
60,campsite
61,campus
62,candy_store
63,canyon
64,car_interior
65,carrousel
66,castle
67,catacomb
68,cemetery
69,chalet
70,chemistry_lab
71,childs_room
72,classroom
73,clean_room
74,cliff
75,closet
76,clothing_store
77,coast
78,cockpit
79,coffee_shop
80,computer_room
81,conference_center
82,conference_room
83,construction_site
84,corn_field
85,corral
86,corridor
87,cottage
88,courthouse
89,courtyard
90,creek
91,crevasse
92,crosswalk
93,dam
94,delicatessen
95,department_store
96,desert_road
97,dining_hall
98,dining_room
99,discotheque
100,dorm_room
101,downtown
102,dressing_room
103,driveway
104,drugstore
105,elevator_lobby
106,elevator_shaft
107,embassy
108,engine_room
109,entrance_hall
110,excavation
111,fabric_store
112,farm
113,fastfood_restaurant
114,field_road
115,fire_escape
116,fire_station
117,fishpond
118,food_court
119,football_field
120,forest_path
121,forest_road
122,formal_garden
123,fountain
124,galley
125,gas_station
126,gift_shop
127,glacier
128,golf_course
129,grotto
130,harbor
131,hardware_store
132,hayfield
133,heliport
134,highway
135,home_office
136,home_theater
137,hospital
138,hospital_room
139,hot_spring
140,hotel_room
141,house
142,ice_cream_parlor
143,ice_floe
144,ice_shelf
145,iceberg
146,igloo
147,industrial_area
148,islet
149,jail_cell
150,japanese_garden
151,jewelry_shop
152,junkyard
153,kasbah
154,kindergarden_classroom
155,kitchen
156,lagoon
157,landfill
158,landing_deck
159,laundromat
160,lawn
161,lecture_room
162,legislative_chamber
163,lighthouse
164,living_room
165,loading_dock
166,lobby
167,lock_chamber
168,locker_room
169,mansion
170,manufactured_home
171,marsh
172,martial_arts_gym
173,mausoleum
174,medina
175,mezzanine
176,motel
177,mountain
178,mountain_path
179,mountain_snowy
180,music_studio
181,natural_history_museum
182,nursery
183,nursing_home
184,oast_house
185,ocean
186,office
187,office_building
188,office_cubicles
189,oilrig
190,operating_room
191,orchard
192,orchestra_pit
193,pagoda
194,palace
195,pantry
196,park
197,parking_lot
198,pasture
199,patio
200,pavilion
201,pet_shop
202,pharmacy
203,phone_booth
204,physics_laboratory
205,picnic_area
206,pier
207,pizzeria
208,playground
209,playroom
210,plaza
211,pond
212,porch
213,promenade
214,racecourse
215,raceway
216,raft
217,railroad_track
218,rainforest
219,reception
220,recreation_room
221,repair_shop
222,residential_neighborhood
223,restaurant
224,restaurant_kitchen
225,restaurant_patio
226,rice_paddy
227,river
228,rock_arch
229,roof_garden
230,rope_bridge
231,ruin
232,runway
233,sandbox
234,sauna
235,schoolhouse
236,science_museum
237,server_room
238,shed
239,shoe_shop
240,shopfront
241,shower
242,ski_resort
243,ski_slope
244,sky
245,skyscraper
246,slum
247,snowfield
248,soccer_field
249,stable
250,staircase
251,storage_room
252,street
253,supermarket
254,sushi_bar
255,swamp
256,swimming_hole
257,television_room
258,television_studio
259,throne_room
260,ticket_booth
261,topiary_garden
262,tower
263,toyshop
264,train_interior
265,tree_farm
266,tree_house
267,trench
268,tundra
269,utility_room
270,valley
271,vegetable_garden
272,veterinarians_office
273,viaduct
274,village
275,vineyard
276,volcano
277,waiting_room
278,water_park
279,water_tower
280,waterfall
281,watering_hole
282,wave
283,wet_bar
284,wheat_field
285,wind_farm
286,windmill
287,yard
288,youth_hostel
289,zen_garden
